name,category,city,address,court_count,lights,access,hours,phone,reserve_url,info_url,directions_url,notes,lat,lng,map_accuracy,id
DeForest Park Tennis Courts,open,Long Beach,"6255 DeForest Ave., Long Beach, CA 90805",,yes,Free public courts.,,(562) 570-1620,https://www.longbeach.gov/park/recreation-programs/sports-and-athletics/tennis-courts/,https://www.longbeach.gov/park/recreation-programs/sports-and-athletics/tennis-courts/,https://www.google.com/maps/search/?api=1&query=6255+DeForest+Ave.%2C+Long+Beach%2C+CA+90805,,,,pending address/facility match,open-deforest-park-tennis-courts
Drake Park Tennis Courts,open,Long Beach,"951 Maine Ave., Long Beach, CA 90813",,yes,Free public courts.,,(562) 570-1625,https://www.longbeach.gov/park/recreation-programs/sports-and-athletics/tennis-courts/,https://www.longbeach.gov/park/recreation-programs/sports-and-athletics/tennis-courts/,https://www.google.com/maps/search/?api=1&query=951+Maine+Ave.%2C+Long+Beach%2C+CA+90813,,,,pending address/facility match,open-drake-park-tennis-courts
Heartwell Park Tennis Courts,open,Long Beach,"5801 E. Parkcrest St., Long Beach, CA 90808",,no,Free public courts.,,(562) 570-1535,https://www.longbeach.gov/park/recreation-programs/sports-and-athletics/tennis-courts/,https://www.longbeach.gov/park/recreation-programs/sports-and-athletics/tennis-courts/,https://www.google.com/maps/search/?api=1&query=5801+E.+Parkcrest+St.%2C+Long+Beach%2C+CA+90808,,,,pending address/facility match,open-heartwell-park-tennis-courts
Houghton Park Tennis Courts,open,Long Beach,"6301 Myrtle Ave., Long Beach, CA 90805",,yes,Free public courts.,,(562) 570-1640,https://www.longbeach.gov/park/recreation-programs/sports-and-athletics/tennis-courts/,https://www.longbeach.gov/park/recreation-programs/sports-and-athletics/tennis-courts/,https://www.google.com/maps/search/?api=1&query=6301+Myrtle+Ave.%2C+Long+Beach%2C+CA+90805,,,,pending address/facility match,open-houghton-park-tennis-courts
Los Cerritos Park Tennis Courts,open,Long Beach,"3750 Del Mar Ave., Long Beach, CA 90807",,yes,Free public courts.,,(562) 570-1725,https://www.longbeach.gov/park/recreation-programs/sports-and-athletics/tennis-courts/,https://www.longbeach.gov/park/recreation-programs/sports-and-athletics/tennis-courts/,https://www.google.com/maps/search/?api=1&query=3750+Del+Mar+Ave.%2C+Long+Beach%2C+CA+90807,,,,pending address/facility match,open-los-cerritos-park-tennis-courts
Marina Vista Park Tennis Courts,open,Long Beach,"5355 E. Eliot St., Long Beach, CA 90803",,no,Free public courts.,,(562) 570-1725,https://www.longbeach.gov/park/recreation-programs/sports-and-athletics/tennis-courts/,https://www.longbeach.gov/park/recreation-programs/sports-and-athletics/tennis-courts/,https://www.google.com/maps/search/?api=1&query=5355+E.+Eliot+St.%2C+Long+Beach%2C+CA+90803,,,,pending address/facility match,open-marina-vista-park-tennis-courts
Ramona Park Tennis Courts,open,Long Beach,"3301 E. 65th St., Long Beach, CA 90805",,yes,Free public courts.,,(562) 570-1665,https://www.longbeach.gov/park/recreation-programs/sports-and-athletics/tennis-courts/,https://www.longbeach.gov/park/recreation-programs/sports-and-athletics/tennis-courts/,https://www.google.com/maps/search/?api=1&query=3301+E.+65th+St.%2C+Long+Beach%2C+CA+90805,,,,pending address/facility match,open-ramona-park-tennis-courts
Scherer Park Tennis Courts,open,Long Beach,"4600 Long Beach Blvd., Long Beach, CA 90807",,yes,Free public courts.,,,https://www.longbeach.gov/park/recreation-programs/sports-and-athletics/tennis-courts/,https://www.longbeach.gov/park/recreation-programs/sports-and-athletics/tennis-courts/,https://www.google.com/maps/search/?api=1&query=4600+Long+Beach+Blvd.%2C+Long+Beach%2C+CA+90807,,,,pending address/facility match,open-scherer-park-tennis-courts
Silverado Park Tennis Courts,open,Long Beach,"1545 W. 31st St., Long Beach, CA 90810",,yes,Free public courts.,,,https://www.longbeach.gov/park/recreation-programs/sports-and-athletics/tennis-courts/,https://www.longbeach.gov/park/recreation-programs/sports-and-athletics/tennis-courts/,https://www.google.com/maps/search/?api=1&query=1545+W.+31st+St.%2C+Long+Beach%2C+CA+90810,,,,pending address/facility match,open-silverado-park-tennis-courts
Somerset Park Tennis Courts,open,Long Beach,"1500 E. Carson St., Long Beach, CA 90807",,yes,Free public courts.,,,https://www.longbeach.gov/park/recreation-programs/sports-and-athletics/tennis-courts/,https://www.longbeach.gov/park/recreation-programs/sports-and-athletics/tennis-courts/,https://www.google.com/maps/search/?api=1&query=1500+E.+Carson+St.%2C+Long+Beach%2C+CA+90807,,,,pending address/facility match,open-somerset-park-tennis-courts
Veterans Park Tennis Courts,open,Long Beach,"101 E. 28th St., Long Beach, CA 90806",,yes,Free public courts.,,,https://www.longbeach.gov/park/recreation-programs/sports-and-athletics/tennis-courts/,https://www.longbeach.gov/park/recreation-programs/sports-and-athletics/tennis-courts/,https://www.google.com/maps/search/?api=1&query=101+E.+28th+St.%2C+Long+Beach%2C+CA+90806,,,,pending address/facility match,open-veterans-park-tennis-courts
109th Street Recreation Center,open,Los Angeles,"1464 E. 109th St., Los Angeles, CA 90059",,unknown,"Open play / first-come use, subject to posted programming and facility rules.",Open play; verify current availability at the facility,,https://www.laparks.org/sports/tennis/free,https://www.laparks.org/sports/tennis,https://www.google.com/maps/search/?api=1&query=1464+E.+109th+St.%2C+Los+Angeles%2C+CA+90059,,,,pending address/facility match,open-109th-street-recreation-center
Algin Sutton Recreation Center,open,Los Angeles,"8800 S. Hoover St., Los Angeles, CA 90044",,unknown,"Open play / first-come use, subject to posted programming and facility rules.",Open play; verify current availability at the facility,,https://www.laparks.org/sports/tennis/free,https://www.laparks.org/sports/tennis,https://www.google.com/maps/search/?api=1&query=8800+S.+Hoover+St.%2C+Los+Angeles%2C+CA+90044,,,,pending address/facility match,open-algin-sutton-recreation-center
Arroyo Seco Park,open,Los Angeles,"5566 Via Marisol St., Los Angeles, CA 90042",,unknown,"Open play / first-come use, subject to posted programming and facility rules.",Open play; verify current availability at the facility,,https://www.laparks.org/sports/tennis/free,https://www.laparks.org/sports/tennis,https://www.google.com/maps/search/?api=1&query=5566+Via+Marisol+St.%2C+Los+Angeles%2C+CA+90042,,,,pending address/facility match,open-arroyo-seco-park
Arthur Ashe Center,open,Los Angeles,"5001 Rodeo Rd., Los Angeles, CA 90016",,unknown,"Open play / first-come use, subject to posted programming and facility rules.",Open play; verify current availability at the facility,,https://www.laparks.org/sports/tennis/free,https://www.laparks.org/sports/tennis,https://www.google.com/maps/search/?api=1&query=5001+Rodeo+Rd.%2C+Los+Angeles%2C+CA+90016,,,,pending address/facility match,open-arthur-ashe-center
Banning Recreation Center,open,Los Angeles,"1331 Eubank St., Wilmington, CA 90744",,unknown,"Open play / first-come use, subject to posted programming and facility rules.",Open play; verify current availability at the facility,,https://www.laparks.org/sports/tennis/free,https://www.laparks.org/sports/tennis,https://www.google.com/maps/search/?api=1&query=1331+Eubank+St.%2C+Wilmington%2C+CA+90744,,,,pending address/facility match,open-banning-recreation-center
Barrington Recreation Center,open,Los Angeles,"333 S. Barrington Ave., Los Angeles, CA 90049",,unknown,"Open play / first-come use, subject to posted programming and facility rules.",Open play; verify current availability at the facility,,https://www.laparks.org/sports/tennis/free,https://www.laparks.org/sports/tennis,https://www.google.com/maps/search/?api=1&query=333+S.+Barrington+Ave.%2C+Los+Angeles%2C+CA+90049,,,,pending address/facility match,open-barrington-recreation-center
Branford Recreation Center,open,Los Angeles,"13310 Branford St., Arleta, CA 91331",,unknown,"Open play / first-come use, subject to posted programming and facility rules.",Open play; verify current availability at the facility,,https://www.laparks.org/sports/tennis/free,https://www.laparks.org/sports/tennis,https://www.google.com/maps/search/?api=1&query=13310+Branford+St.%2C+Arleta%2C+CA+91331,,,,pending address/facility match,open-branford-recreation-center
Daniels Field Sports Center,open,Los Angeles,"845 W. 12th St., San Pedro, CA 90731",,unknown,"Open play / first-come use, subject to posted programming and facility rules.",Open play; verify current availability at the facility,,https://www.laparks.org/sports/tennis/free,https://www.laparks.org/sports/tennis,https://www.google.com/maps/search/?api=1&query=845+W.+12th+St.%2C+San+Pedro%2C+CA+90731,,,,pending address/facility match,open-daniels-field-sports-center
Eagle Rock Recreation Center,open,Los Angeles,"1100 Eagle Vista Dr., Los Angeles, CA 90041",,unknown,"Open play / first-come use, subject to posted programming and facility rules.",Open play; verify current availability at the facility,,https://www.laparks.org/sports/tennis/free,https://www.laparks.org/sports/tennis,https://www.google.com/maps/search/?api=1&query=1100+Eagle+Vista+Dr.%2C+Los+Angeles%2C+CA+90041,,,,pending address/facility match,open-eagle-rock-recreation-center
Echo Park Recreation Center,open,Los Angeles,"1632 Bellevue Ave., Los Angeles, CA 90026",,unknown,"Open play / first-come use, subject to posted programming and facility rules.",Open play; verify current availability at the facility,,https://www.laparks.org/sports/tennis/free,https://www.laparks.org/sports/tennis,https://www.google.com/maps/search/?api=1&query=1632+Bellevue+Ave.%2C+Los+Angeles%2C+CA+90026,,,,pending address/facility match,open-echo-park-recreation-center
El Sereno Recreation Center,open,Los Angeles,"4721 Klamath Place, Los Angeles, CA 90032",,unknown,"Open play / first-come use, subject to posted programming and facility rules.",Open play; verify current availability at the facility,,https://www.laparks.org/sports/tennis/free,https://www.laparks.org/sports/tennis,https://www.google.com/maps/search/?api=1&query=4721+Klamath+Place%2C+Los+Angeles%2C+CA+90032,,,,pending address/facility match,open-el-sereno-recreation-center
Encino Park,open,Los Angeles,"16953 Ventura Blvd., Encino, CA 91316",,unknown,"Open play / first-come use, subject to posted programming and facility rules.",Open play; verify current availability at the facility,,https://www.laparks.org/sports/tennis/free,https://www.laparks.org/sports/tennis,https://www.google.com/maps/search/?api=1&query=16953+Ventura+Blvd.%2C+Encino%2C+CA+91316,,,,pending address/facility match,open-encino-park
Glassell Park Recreation Center,open,Los Angeles,"3650 Verdugo Rd., Los Angeles, CA 90065",,unknown,"Open play / first-come use, subject to posted programming and facility rules.",Open play; verify current availability at the facility,,https://www.laparks.org/sports/tennis/free,https://www.laparks.org/sports/tennis,https://www.google.com/maps/search/?api=1&query=3650+Verdugo+Rd.%2C+Los+Angeles%2C+CA+90065,,,,pending address/facility match,open-glassell-park-recreation-center
Glen Alla Park,open,Los Angeles,"4601 Alla Rd., Los Angeles, CA 90292",,unknown,"Open play / first-come use, subject to posted programming and facility rules.",Open play; verify current availability at the facility,,https://www.laparks.org/sports/tennis/free,https://www.laparks.org/sports/tennis,https://www.google.com/maps/search/?api=1&query=4601+Alla+Rd.%2C+Los+Angeles%2C+CA+90292,,,,pending address/facility match,open-glen-alla-park
Green Meadows Recreation Center,open,Los Angeles,"431 E. 89th St., Los Angeles, CA 90003",,unknown,"Open play / first-come use, subject to posted programming and facility rules.",Open play; verify current availability at the facility,,https://www.laparks.org/sports/tennis/free,https://www.laparks.org/sports/tennis,https://www.google.com/maps/search/?api=1&query=431+E.+89th+St.%2C+Los+Angeles%2C+CA+90003,,,,pending address/facility match,open-green-meadows-recreation-center
Hazard Recreation Center,open,Los Angeles,"2230 Norfolk St., Los Angeles, CA 90033",,unknown,"Open play / first-come use, subject to posted programming and facility rules.",Open play; verify current availability at the facility,,https://www.laparks.org/sports/tennis/free,https://www.laparks.org/sports/tennis,https://www.google.com/maps/search/?api=1&query=2230+Norfolk+St.%2C+Los+Angeles%2C+CA+90033,,,,pending address/facility match,open-hazard-recreation-center
Jackie Tatum / Harvard Recreation Center,open,Los Angeles,"1535 W. 62nd St., Los Angeles, CA 90047",,unknown,"Open play / first-come use, subject to posted programming and facility rules.",Open play; verify current availability at the facility,,https://www.laparks.org/sports/tennis/free,https://www.laparks.org/sports/tennis,https://www.google.com/maps/search/?api=1&query=1535+W.+62nd+St.%2C+Los+Angeles%2C+CA+90047,,,,pending address/facility match,open-jackie-tatum-harvard-recreation-center
Jim Gilliam Recreation Center,open,Los Angeles,"4000 S. La Brea Ave., Los Angeles, CA 90008",,unknown,"Open play / first-come use, subject to posted programming and facility rules.",Open play; verify current availability at the facility,,https://www.laparks.org/sports/tennis/free,https://www.laparks.org/sports/tennis,https://www.google.com/maps/search/?api=1&query=4000+S.+La+Brea+Ave.%2C+Los+Angeles%2C+CA+90008,,,,pending address/facility match,open-jim-gilliam-recreation-center
John Quimby Park,open,Los Angeles,"7008 De Soto Ave., Canoga Park, CA 91306",,unknown,"Open play / first-come use, subject to posted programming and facility rules.",Open play; verify current availability at the facility,,https://www.laparks.org/sports/tennis/free,https://www.laparks.org/sports/tennis,https://www.google.com/maps/search/?api=1&query=7008+De+Soto+Ave.%2C+Canoga+Park%2C+CA+91306,,,,pending address/facility match,open-john-quimby-park
Knapp Ranch,open,Los Angeles,"25000 Kittridge St., West Hills, CA 91307",,unknown,"Open play / first-come use, subject to posted programming and facility rules.",Open play; verify current availability at the facility,,https://www.laparks.org/sports/tennis/free,https://www.laparks.org/sports/tennis,https://www.google.com/maps/search/?api=1&query=25000+Kittridge+St.%2C+West+Hills%2C+CA+91307,,,,pending address/facility match,open-knapp-ranch
Lafayette Community Center,open,Los Angeles,"625 S. Lafayette Park Pl., Los Angeles, CA 90057",,unknown,"Open play / first-come use, subject to posted programming and facility rules.",Open play; verify current availability at the facility,,https://www.laparks.org/sports/tennis/free,https://www.laparks.org/sports/tennis,https://www.google.com/maps/search/?api=1&query=625+S.+Lafayette+Park+Pl.%2C+Los+Angeles%2C+CA+90057,,,,pending address/facility match,open-lafayette-community-center
Lakeview Terrace Recreation Center,open,Los Angeles,"11075 Foothill Blvd., Lake View Terrace, CA 91342",,unknown,"Open play / first-come use, subject to posted programming and facility rules.",Open play; verify current availability at the facility,,https://www.laparks.org/sports/tennis/free,https://www.laparks.org/sports/tennis,https://www.google.com/maps/search/?api=1&query=11075+Foothill+Blvd.%2C+Lake+View+Terrace%2C+CA+91342,,,,pending address/facility match,open-lakeview-terrace-recreation-center
Lanark Recreation Center,open,Los Angeles,"21816 Lanark St., Canoga Park, CA 91304",,unknown,"Open play / first-come use, subject to posted programming and facility rules.",Open play; verify current availability at the facility,,https://www.laparks.org/sports/tennis/free,https://www.laparks.org/sports/tennis,https://www.google.com/maps/search/?api=1&query=21816+Lanark+St.%2C+Canoga+Park%2C+CA+91304,,,,pending address/facility match,open-lanark-recreation-center
Lincoln Park Recreation Center,open,Los Angeles,"3501 Valley Blvd., Los Angeles, CA 90031",,unknown,"Open play / first-come use, subject to posted programming and facility rules.",Open play; verify current availability at the facility,,https://www.laparks.org/sports/tennis/free,https://www.laparks.org/sports/tennis,https://www.google.com/maps/search/?api=1&query=3501+Valley+Blvd.%2C+Los+Angeles%2C+CA+90031,,,,pending address/facility match,open-lincoln-park-recreation-center
Loren Miller Recreation Center,open,Los Angeles,"2717 Halldale Ave., Los Angeles, CA 90018",,unknown,"Open play / first-come use, subject to posted programming and facility rules.",Open play; verify current availability at the facility,,https://www.laparks.org/sports/tennis/free,https://www.laparks.org/sports/tennis,https://www.google.com/maps/search/?api=1&query=2717+Halldale+Ave.%2C+Los+Angeles%2C+CA+90018,,,,pending address/facility match,open-loren-miller-recreation-center
Mar Vista Recreation Center,open,Los Angeles,"11430 Woodbine Ave., Los Angeles, CA 90066",,unknown,"Open play / first-come use, subject to posted programming and facility rules.",Open play; verify current availability at the facility,,https://www.laparks.org/sports/tennis/free,https://www.laparks.org/sports/tennis,https://www.google.com/maps/search/?api=1&query=11430+Woodbine+Ave.%2C+Los+Angeles%2C+CA+90066,,,,pending address/facility match,open-mar-vista-recreation-center
Montecito Heights Recreation Center,open,Los Angeles,"4545 Homer St., Los Angeles, CA 90031",,unknown,"Open play / first-come use, subject to posted programming and facility rules.",Open play; verify current availability at the facility,,https://www.laparks.org/sports/tennis/free,https://www.laparks.org/sports/tennis,https://www.google.com/maps/search/?api=1&query=4545+Homer+St.%2C+Los+Angeles%2C+CA+90031,,,,pending address/facility match,open-montecito-heights-recreation-center
North Hollywood Recreation Center,open,Los Angeles,"5301 Tujunga Ave., North Hollywood, CA 91601",,unknown,"Open play / first-come use, subject to posted programming and facility rules.",Open play; verify current availability at the facility,,https://www.laparks.org/sports/tennis/free,https://www.laparks.org/sports/tennis,https://www.google.com/maps/search/?api=1&query=5301+Tujunga+Ave.%2C+North+Hollywood%2C+CA+91601,,,,pending address/facility match,open-north-hollywood-recreation-center
Northridge Recreation Center,open,Los Angeles,"18300 Lemarsh St., Northridge, CA 91325",,unknown,"Open play / first-come use, subject to posted programming and facility rules.",Open play; verify current availability at the facility,,https://www.laparks.org/sports/tennis/free,https://www.laparks.org/sports/tennis,https://www.google.com/maps/search/?api=1&query=18300+Lemarsh+St.%2C+Northridge%2C+CA+91325,,,,pending address/facility match,open-northridge-recreation-center
Oakwood Recreation Center,open,Los Angeles,"767 California St., Venice, CA 90291",,unknown,"Open play / first-come use, subject to posted programming and facility rules.",Open play; verify current availability at the facility,,https://www.laparks.org/sports/tennis/free,https://www.laparks.org/sports/tennis,https://www.google.com/maps/search/?api=1&query=767+California+St.%2C+Venice%2C+CA+90291,,,,pending address/facility match,open-oakwood-recreation-center
Panorama Recreation Center,open,Los Angeles,"8600 Hazeltine Ave., Panorama City, CA 91402",,unknown,"Open play / first-come use, subject to posted programming and facility rules.",Open play; verify current availability at the facility,,https://www.laparks.org/sports/tennis/free,https://www.laparks.org/sports/tennis,https://www.google.com/maps/search/?api=1&query=8600+Hazeltine+Ave.%2C+Panorama+City%2C+CA+91402,,,,pending address/facility match,open-panorama-recreation-center
Peck Park Community Center,open,Los Angeles,"560 N. Western Ave., San Pedro, CA 90732",,unknown,"Open play / first-come use, subject to posted programming and facility rules.",Open play; verify current availability at the facility,,https://www.laparks.org/sports/tennis/free,https://www.laparks.org/sports/tennis,https://www.google.com/maps/search/?api=1&query=560+N.+Western+Ave.%2C+San+Pedro%2C+CA+90732,,,,pending address/facility match,open-peck-park-community-center
Penmar Recreation Center,open,Los Angeles,"1341 Lake St., Venice, CA 90291",,unknown,"Open play / first-come use, subject to posted programming and facility rules.",Open play; verify current availability at the facility,,https://www.laparks.org/sports/tennis/free,https://www.laparks.org/sports/tennis,https://www.google.com/maps/search/?api=1&query=1341+Lake+St.%2C+Venice%2C+CA+90291,,,,pending address/facility match,open-penmar-recreation-center
Queen Anne Recreation Center,open,Los Angeles,"1240 West Blvd., Los Angeles, CA 90019",,unknown,"Open play / first-come use, subject to posted programming and facility rules.",Open play; verify current availability at the facility,,https://www.laparks.org/sports/tennis/free,https://www.laparks.org/sports/tennis,https://www.google.com/maps/search/?api=1&query=1240+West+Blvd.%2C+Los+Angeles%2C+CA+90019,,,,pending address/facility match,open-queen-anne-recreation-center
Reseda Recreation Center,open,Los Angeles,"18411 Victory Blvd., Reseda, CA 91335",,unknown,"Open play / first-come use, subject to posted programming and facility rules.",Open play; verify current availability at the facility,,https://www.laparks.org/sports/tennis/free,https://www.laparks.org/sports/tennis,https://www.google.com/maps/search/?api=1&query=18411+Victory+Blvd.%2C+Reseda%2C+CA+91335,,,,pending address/facility match,open-reseda-recreation-center
Rio de Los Angeles State Park,open,Los Angeles,"1900 N. San Fernando Rd., Los Angeles, CA 90065",,unknown,"Open play / first-come use, subject to posted programming and facility rules.",Open play; verify current availability at the facility,,https://www.laparks.org/sports/tennis/free,https://www.laparks.org/sports/tennis,https://www.google.com/maps/search/?api=1&query=1900+N.+San+Fernando+Rd.%2C+Los+Angeles%2C+CA+90065,,,,pending address/facility match,open-rio-de-los-angeles-state-park
Ritchie Valens Recreation Center,open,Los Angeles,"10736 Laurel Canyon Blvd., Pacoima, CA 91331",,unknown,"Open play / first-come use, subject to posted programming and facility rules.",Open play; verify current availability at the facility,,https://www.laparks.org/sports/tennis/free,https://www.laparks.org/sports/tennis,https://www.google.com/maps/search/?api=1&query=10736+Laurel+Canyon+Blvd.%2C+Pacoima%2C+CA+91331,,,,pending address/facility match,open-ritchie-valens-recreation-center
Ross Snyder Recreation Center,open,Los Angeles,"1501 E. 41st St., Los Angeles, CA 90011",,unknown,"Open play / first-come use, subject to posted programming and facility rules.",Open play; verify current availability at the facility,,https://www.laparks.org/sports/tennis/free,https://www.laparks.org/sports/tennis,https://www.google.com/maps/search/?api=1&query=1501+E.+41st+St.%2C+Los+Angeles%2C+CA+90011,,,,pending address/facility match,open-ross-snyder-recreation-center
Runnymede Park,open,Los Angeles,"20200 Runnymede St., Winnetka, CA 91306",,unknown,"Open play / first-come use, subject to posted programming and facility rules.",Open play; verify current availability at the facility,,https://www.laparks.org/sports/tennis/free,https://www.laparks.org/sports/tennis,https://www.google.com/maps/search/?api=1&query=20200+Runnymede+St.%2C+Winnetka%2C+CA+91306,,,,pending address/facility match,open-runnymede-park
Rustic Canyon Recreation Center,open,Los Angeles,"601 Latimer Rd., Pacific Palisades, CA 90402",,unknown,"Open play / first-come use, subject to posted programming and facility rules.",Open play; verify current availability at the facility,,https://www.laparks.org/sports/tennis/free,https://www.laparks.org/sports/tennis,https://www.google.com/maps/search/?api=1&query=601+Latimer+Rd.%2C+Pacific+Palisades%2C+CA+90402,,34.0377869,-118.5148033,verified facility coordinate,open-rustic-canyon-recreation-center
Sepulveda Recreation Center,open,Los Angeles,"8801 Kester Ave., Panorama City, CA 91405",,unknown,"Open play / first-come use, subject to posted programming and facility rules.",Open play; verify current availability at the facility,,https://www.laparks.org/sports/tennis/free,https://www.laparks.org/sports/tennis,https://www.google.com/maps/search/?api=1&query=8801+Kester+Ave.%2C+Panorama+City%2C+CA+91405,,,,pending address/facility match,open-sepulveda-recreation-center
Shatto Recreation Center,open,Los Angeles,"3191 W. 4th St., Los Angeles, CA 90020",,unknown,"Open play / first-come use, subject to posted programming and facility rules.",Open play; verify current availability at the facility,,https://www.laparks.org/sports/tennis/free,https://www.laparks.org/sports/tennis,https://www.google.com/maps/search/?api=1&query=3191+W.+4th+St.%2C+Los+Angeles%2C+CA+90020,,,,pending address/facility match,open-shatto-recreation-center
St. Andrews Recreation Center,open,Los Angeles,"8701 St. Andrews Pl., Los Angeles, CA 90047",,unknown,"Open play / first-come use, subject to posted programming and facility rules.",Open play; verify current availability at the facility,,https://www.laparks.org/sports/tennis/free,https://www.laparks.org/sports/tennis,https://www.google.com/maps/search/?api=1&query=8701+St.+Andrews+Pl.%2C+Los+Angeles%2C+CA+90047,,,,pending address/facility match,open-st-andrews-recreation-center
Stoner Recreation Center,open,Los Angeles,"1835 Stoner Ave., Los Angeles, CA 90025",,unknown,"Open play / first-come use, subject to posted programming and facility rules.",Open play; verify current availability at the facility,,https://www.laparks.org/sports/tennis/free,https://www.laparks.org/sports/tennis,https://www.google.com/maps/search/?api=1&query=1835+Stoner+Ave.%2C+Los+Angeles%2C+CA+90025,,,,pending address/facility match,open-stoner-recreation-center
Studio City Recreation Center,open,Los Angeles,"12621 Rye St., Studio City, CA 91604",,unknown,"Open play / first-come use, subject to posted programming and facility rules.",Open play; verify current availability at the facility,,https://www.laparks.org/sports/tennis/free,https://www.laparks.org/sports/tennis,https://www.google.com/maps/search/?api=1&query=12621+Rye+St.%2C+Studio+City%2C+CA+91604,,,,pending address/facility match,open-studio-city-recreation-center
Sun Valley Recreation Center,open,Los Angeles,"8133 Vineland Ave., Sun Valley, CA 91352",,unknown,"Open play / first-come use, subject to posted programming and facility rules.",Open play; verify current availability at the facility,,https://www.laparks.org/sports/tennis/free,https://www.laparks.org/sports/tennis,https://www.google.com/maps/search/?api=1&query=8133+Vineland+Ave.%2C+Sun+Valley%2C+CA+91352,,,,pending address/facility match,open-sun-valley-recreation-center
Sunland Recreation Center,open,Los Angeles,"8651 Foothill Blvd., Sunland, CA 91040",,unknown,"Open play / first-come use, subject to posted programming and facility rules.",Open play; verify current availability at the facility,,https://www.laparks.org/sports/tennis/free,https://www.laparks.org/sports/tennis,https://www.google.com/maps/search/?api=1&query=8651+Foothill+Blvd.%2C+Sunland%2C+CA+91040,,,,pending address/facility match,open-sunland-recreation-center
Sycamore Grove Park,open,Los Angeles,"4702 N. Figueroa St., Los Angeles, CA 90042",,unknown,"Open play / first-come use, subject to posted programming and facility rules.",Open play; verify current availability at the facility,,https://www.laparks.org/sports/tennis/free,https://www.laparks.org/sports/tennis,https://www.google.com/maps/search/?api=1&query=4702+N.+Figueroa+St.%2C+Los+Angeles%2C+CA+90042,,,,pending address/facility match,open-sycamore-grove-park
Valley Plaza Recreation Center,open,Los Angeles,"12240 Archwood St., North Hollywood, CA 91605",,unknown,"Open play / first-come use, subject to posted programming and facility rules.",Open play; verify current availability at the facility,,https://www.laparks.org/sports/tennis/free,https://www.laparks.org/sports/tennis,https://www.google.com/maps/search/?api=1&query=12240+Archwood+St.%2C+North+Hollywood%2C+CA+91605,,,,pending address/facility match,open-valley-plaza-recreation-center
Van Ness Recreation Center,open,Los Angeles,"5720 2nd Ave., Los Angeles, CA 90043",,unknown,"Open play / first-come use, subject to posted programming and facility rules.",Open play; verify current availability at the facility,,https://www.laparks.org/sports/tennis/free,https://www.laparks.org/sports/tennis,https://www.google.com/maps/search/?api=1&query=5720+2nd+Ave.%2C+Los+Angeles%2C+CA+90043,,,,pending address/facility match,open-van-ness-recreation-center
Van Nuys Recreation Center,open,Los Angeles,"14301 Vanowen St., Van Nuys, CA 91405",,unknown,"Open play / first-come use, subject to posted programming and facility rules.",Open play; verify current availability at the facility,,https://www.laparks.org/sports/tennis/free,https://www.laparks.org/sports/tennis,https://www.google.com/maps/search/?api=1&query=14301+Vanowen+St.%2C+Van+Nuys%2C+CA+91405,,,,pending address/facility match,open-van-nuys-recreation-center
Victory-Vineland Recreation Center,open,Los Angeles,"11112 Victory Blvd., North Hollywood, CA 91606",,unknown,"Open play / first-come use, subject to posted programming and facility rules.",Open play; verify current availability at the facility,,https://www.laparks.org/sports/tennis/free,https://www.laparks.org/sports/tennis,https://www.google.com/maps/search/?api=1&query=11112+Victory+Blvd.%2C+North+Hollywood%2C+CA+91606,,,,pending address/facility match,open-victory-vineland-recreation-center
Woodland Hills Recreation Center,open,Los Angeles,"5858 Shoup Ave., Woodland Hills, CA 91367",,unknown,"Open play / first-come use, subject to posted programming and facility rules.",Open play; verify current availability at the facility,,https://www.laparks.org/sports/tennis/free,https://www.laparks.org/sports/tennis,https://www.google.com/maps/search/?api=1&query=5858+Shoup+Ave.%2C+Woodland+Hills%2C+CA+91367,,,,pending address/facility match,open-woodland-hills-recreation-center
Yosemite Recreation Center,open,Los Angeles,"1840 Yosemite Dr., Los Angeles, CA 90041",,unknown,"Open play / first-come use, subject to posted programming and facility rules.",Open play; verify current availability at the facility,,https://www.laparks.org/sports/tennis/free,https://www.laparks.org/sports/tennis,https://www.google.com/maps/search/?api=1&query=1840+Yosemite+Dr.%2C+Los+Angeles%2C+CA+90041,,,,pending address/facility match,open-yosemite-recreation-center
Barnes Park Tennis Courts,open,Monterey Park,"350 S. McPherrin Ave., Monterey Park, CA 91754",,yes,"Public drop-in courts, subject to classes and posted programming.",,,https://www.montereypark.ca.gov/1434/Recreation-Activities,https://www.montereypark.ca.gov/facilities/facility/details/Barnes-Park-3,https://www.google.com/maps/search/?api=1&query=350+S.+McPherrin+Ave.%2C+Monterey+Park%2C+CA+91754,,,,pending address/facility match,open-barnes-park-tennis-courts
Garvey Ranch Park Tennis Courts,open,Monterey Park,"781 S. Orange Ave., Monterey Park, CA 91755",2,yes,"Public drop-in courts, subject to classes and posted programming.",,,https://www.montereypark.ca.gov/1434/Recreation-Activities,https://www.montereypark.ca.gov/facilities/facility/details/Garvey-Ranch-Park-7,https://www.google.com/maps/search/?api=1&query=781+S.+Orange+Ave.%2C+Monterey+Park%2C+CA+91755,,,,pending address/facility match,open-garvey-ranch-park-tennis-courts
